id,fecha,usuario,texto,tema,sentimiento,likes,reposts
yt_comm_Ugxc0F6DQ_PDRqTLbIB4AaABAg,2024-01-01,anom_user_yt,"El problema es sistémico, el siglo pasado fue a pesar de los avances científicos y culturales el peor de todos, mientras los ignorantes mueren por ignorancia los curiosos morimos de dolor.",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugx_9nHAiiLtwWSVFrt4AaABAg,2024-01-01,anom_user_yt,"Soy gen Z y he visto que en redes salen memes o debates estupidos, como los tales incels, alfas, puras etiquetas pendejas. No sé quien las inventó, y es increíble ver como tantos se afanan con eso.",Opinión Pública / Testimonio,real,1,0
yt_comm_UgxZ2yKyE82FEX7iR3t4AaABAg,2024-01-01,anom_user_yt,"Y eso que no trabajan en México, largas jornadas y el salario miserable, no te dejan ni cagar...",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugx_un-35xoivRK3mz14AaABAg,2024-01-01,anom_user_yt,Entrenar mejor el dialogo y adquirir habilidades comunicativas porque...bueno ya sabemos lo que hay con el asunto del móvil y el scroll sin sentido. Nada de ver grupos de zetas sentados en el parque mirando el móvil y todos sin hablarse.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgyZnl6fyLTvUcmDHlN4AaABAg,2024-01-01,anom_user_yt,"Buff mi hija es Z y yo X
A duras penas pagamos la casa 
Con 53 años no tengo seguridad laboral 
Vivimos al día 
Y no somos los únicos en esta situación 
Boomers con unos cimientos y posibilidades fuertes están marcando a las siguientes generaciones y todavía no se han jubilado ojo!
Esto no ha pasado nunca",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugw8BHhWfvjeZthEtkV4AaABAg,2024-01-01,anom_user_yt,Yo soy gen z y concuerdo con que si hay varios weyes que son unos mazapanes y cristalitos jajajaja a veces dan lastima.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgyaaDknAZK06M7ASnh4AaABAg,2024-01-01,anom_user_yt,"Muchos hablan de que los jóvenes ya no follamos, pero más bien, estamos empezando a ver al sexo de otra forma y ya no como una muestra de poder, o una conveniencia económica o signo de estatus, sino como una actividad más que podemos hacer con otra persona, o varias.",Opinión Pública / Testimonio,real,4,0
yt_comm_UgxlbUq915CXScmoPA54AaABAg,2024-01-01,anom_user_yt,"Me alegra haber vivido en una época cuando todavía podías ir al puesto de revistas a comprar las Hentai CD y Hentai DVD ... XD  ""Te gustan de esas, ¿verdad, canijo?"".

Aaaah, qué boniiiiito, qué boniiiiito :3

¿Playboy? ¿Maxim?  No, no, no, monas shinas por favor",Opinión Pública / Testimonio,real,0,0
yt_comm_UgyQls6m4zEQDJ1mKVZ4AaABAg,2024-01-01,anom_user_yt,"Sólo hace falta entrar a Twitter y ver que están llorando todo el día. 
Yo cada vez más claro lo tengo que me quiero ir al norte de Europa a trabajar...",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugx13XkKl6Qj9ocFBIl4AaABAg,2024-01-01,anom_user_yt,"Antes el mundo era una mierda, y hoy lo sabemos, pero para la gente de su momento solo era ""El mundo"", Mientras que hoy también es una mierda, quizá menos que en otros tiempos, pero hoy lo sabemos, y sabemos que el mundo que sigue es igual o peor si no hacemos algo al respecto, mientras que mis papás solo pensaban que todo iría a mejor sin hacer nada.",Opinión Pública / Testimonio,real,3,0
yt_comm_Ugz1lusdpOiviAoPG5l4AaABAg,2024-01-01,anom_user_yt,Mis papás son de la generación X y son una mierda. Las generaciones pasadas actúan como chimpancés.,Opinión Pública / Testimonio,real,0,0
yt_comm_Ugz0g9w6T9IJMmq_R7N4AaABAg,2024-01-01,anom_user_yt,"Soy un nacido en 1997 y no soy woke al contrario, detesto esa ideología porque ha arruinado todo con tal de favorecer una minoría. Sin duda nuestra generación enfrenta desafíos por delante y más en esta era de la automatización.",Opinión Pública / Testimonio,real,5,0
yt_comm_Ugx9XwiyEFUZGRWEYAZ4AaABAg,2024-01-01,anom_user_yt,Y ni que hablar de la medicacion en cuanto a ansioliticos y antidepresivos. Totalmente disparados hacia arriba.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgzCrppQUsfJu-BiUwp4AaABAg,2024-01-01,anom_user_yt,"No pido mucho.
La posibilidad REAL de trabajar un empleo digno, y justo que me permita con tiempo y esfuerzo razonable comprar (casa-departamento) y alcanzar una estabilidad financiera para que cada quien pueda llevar a cabo su proyecto de vida.

Pero el capitalismo tiene otros planes...",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwHEd2sHHwm5HuhHTR4AaABAg,2024-01-01,anom_user_yt,Exceso de victimismo,Opinión Pública / Testimonio,real,0,0
yt_comm_UgysG84ExO0wJ6-2L6V4AaABAg,2024-01-01,anom_user_yt,Parece como si te estuvieras burlando de esta generación,Opinión Pública / Testimonio,real,0,0
yt_comm_UgxoH2fR1wmUI35f_aR4AaABAg,2024-01-01,anom_user_yt,"Buen vídeo, pero lo central es simplemente que el capitalismo está alcanzando su cénit y el remedio al malestar simplemente no es farmacológico. Por suerte tenemos la contracepción.",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugz8n_0zjZaQzIAb8Cp4AaABAg,2024-01-01,anom_user_yt,"El capitalismo, porque no dices el capitalismo como la principal causa 🙄, por eso en China no aplica está crisis mental gracias al partido comunista chino",Opinión Pública / Testimonio,real,1,0
yt_comm_UgxJ_3FsncXqCeX0SBd4AaABAg,2024-01-01,anom_user_yt,Crecen esperanzados en vivir de las redes sociales.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgzZayrkgYEW4jy5kSt4AaABAg.A9h_fJWFeIvA9kT1qU8Bsq,2024-01-01,anom_user_yt,La mala psicología si es la q afecta y la interpretaciones q le dan.. en las redes sociales no te harán un estudio de personalidad y test solo son.. te sientes identificada con esto? Entonces tienes TDAH.. ahora más personas se intentan identificar y excusarse en sus traumas y no querer mejorar.. hay muchos tipos de psicología.. y terapias no puedes decir q la psicología no es objetiva pero este crecimiento de la psicología fuera de un ambiente capacitado por verdaderos profesionales daña a la sociedad,Opinión Pública / Testimonio,real,0,0
yt_comm_Ugx_9nHAiiLtwWSVFrt4AaABAg.AAHKxuQewMUACgfIyS2DRF,2024-01-01,anom_user_yt,Jajajajaj si we alch,Opinión Pública / Testimonio,real,0,0
yt_comm_Ugx_9nHAiiLtwWSVFrt4AaABAg.AAHKxuQewMUAIl3HWbnZlo,2024-01-01,anom_user_yt,"El incelismo es real, solo que hay muchos estigmas sobre ellos.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgyaaDknAZK06M7ASnh4AaABAg.A9ZEC_U4PPZA9ilgDCMgW2,2024-01-01,anom_user_yt,Eso es desde la generación de tus padres donde hubo la liberación sexual me refiero si eres alguien que nació a partir de los años 90,Opinión Pública / Testimonio,real,0,0
yt_comm_UgyaaDknAZK06M7ASnh4AaABAg.A9ZEC_U4PPZA9_EJvA_H_p,2024-01-01,anom_user_yt,"Antes el sexo era considerado una muestra de amor hacia la persona con la que uno se acostaba, por eso estaba mal visto que alguien tuviera relaciones sexuales antes de casarse, hemos pasado de ese extremo a un libertinaje absoluto en el que todo vale, puedes hacerlo con quien quieras y como quieras, sin límites. Antes había unos valores en la sociedad que se han perdido, por eso en parte estamos como estamos.",Opinión Pública / Testimonio,real,2,0
yt_comm_UgyaaDknAZK06M7ASnh4AaABAg.A9ZEC_U4PPZA9_IzZant4q,2024-01-01,anom_user_yt,"El mundo cambia, pero no necesariamente significa que sea bueno o malo, solo es",Opinión Pública / Testimonio,real,1,0
yt_comm_UgxlbUq915CXScmoPA54AaABAg.A9ea7-5Sxs-AAHHgjpv2qi,2024-01-01,anom_user_yt,"Jajaj, sí. Cuando el anime aún no era mainstream, solo se hablaba de Goku y otros pocos.",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugx13XkKl6Qj9ocFBIl4AaABAg.A9ZEVMpWOmHAA6fxEHnkvd,2024-01-01,anom_user_yt,"El mundo no es una mierda...el mundo simplemente es como es... Tú ves el mundo como un reflejo de lo que tú eres, y  como te sientes. 
Deja redes, no veas noticias (los políticos y el sistema quieren que veas el mundo así), haz deporte, come bien, lee, conecta con la naturaleza, medita, trabaja con alegría, aporta a la sociedad.... No pretendas cambiar el mundo , empieza por cambiarte a ti mismo. 
Y verás el cambio.",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugz0g9w6T9IJMmq_R7N4AaABAg.A9bIyNpnIuTA9h4vkNUe-w,2024-01-01,anom_user_yt,Ningun extremo es bueno.,Opinión Pública / Testimonio,real,1,0
yt_comm_UgwHEd2sHHwm5HuhHTR4AaABAg.A9fAEIahNziA9iLm-CQ6UW,2024-01-01,anom_user_yt,"Soy gen z y algo curioso que he estado observando es q ese problema ya pasó de moda, son una población bastante constante y impredecible un día pueden ser víctimas lloronas y otro día pueden ser contrarios es muy raro",Opinión Pública / Testimonio,real,1,0
yt_comm_UgwHEd2sHHwm5HuhHTR4AaABAg.A9fAEIahNziAA8QyH05Q9J,2024-01-01,anom_user_yt,Mi pregunta ¿Porque los organismos usan tanto el victimismo? Es como si fuera un imput.,Opinión Pública / Testimonio,real,1,0
yt_comm_UgwHEd2sHHwm5HuhHTR4AaABAg.A9fAEIahNziAA9UF_yr3Bh,2024-01-01,anom_user_yt, @darkblasteraurorum1807  que organismos chaval,Opinión Pública / Testimonio,real,0,0
yt_comm_Ugz8n_0zjZaQzIAb8Cp4AaABAg.A9cD4GutFCZA9dPMLaH4bB,2024-01-01,anom_user_yt,"Wey, china esta pasando por su peor momento en lo que va del siglo XXI.  Poca natalidad y jovenes que inclusive se niegan a trabajar, alla viene pasando lo mismo que en occidente y latinoamérica. Los únicos lugares exentos de ese tipo de problemas son los países extremadamente subdesarrollados como el África subsahariana y la India, y lugares totalmente destrozados por la guerra que llevan decadas sin poder siquiera desarrollar una economía, como casi todo medio oriente.",Opinión Pública / Testimonio,real,1,0
yt_comm_Ugz8n_0zjZaQzIAb8Cp4AaABAg.A9cD4GutFCZA9deWbxkhfB,2024-01-01,anom_user_yt,"Al contrario, no es el capitalismo, en argentina se sufre mucho por que es el estado quien te quita todo por ejemplo y europa va por ese camino qué nosotros estamos dejando atrás, El capitalismo de hecho hay que fomentarlo más ya que fue ese sistema que hizo que la generación boomer fuera tan rica, y las anteriores igual, pero desde que meten controles e impuestos a todo progresar es imposible",Opinión Pública / Testimonio,real,1,0
yt_comm_Ugz8n_0zjZaQzIAb8Cp4AaABAg.A9cD4GutFCZAA8RD-ekGNi,2024-01-01,anom_user_yt,"China es socialmente comunista, pero mijo, el sistema de trabajo es completamente corporativo. De hecho, no diría que es capitalista su economía, es facista solo que de explotación laboral",Opinión Pública / Testimonio,real,0,0
yt_comm_UgxJ_3FsncXqCeX0SBd4AaABAg.A9_qEdd51EqA9deqv98APN,2024-01-01,anom_user_yt,Por que es el único lugar donde nos podemos expresar libremente sin que nadie de nuestro circulo cercano diga nada,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwpFiXGA8ndCahvHpJ4AaABAg,2024-01-01,anom_user_yt,Se ha perdido el enfoque humanista en todo aspecto para cambiarlo por autopercecion y enfoque principalmente han retirado la autoridad y respeto a Cristo como guia y orden social.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwA3GL-dWlpR3FO52B4AaABAg,2024-01-01,anom_user_yt,En resumen los millenials sobreprotegieron demasiado a sus hijos🧐,Opinión Pública / Testimonio,real,0,0
yt_comm_UgzXg_vDbURxp-IxHJd4AaABAg,2024-01-01,anom_user_yt,"Esas cosas no pasan mucho en latinoameca, africa, y paises musulmanes y india eso es cosa de asiticos y europeos, americanos",Opinión Pública / Testimonio,real,8,0
yt_comm_Ugy9kJt7mbTnLdZX0lh4AaABAg,2024-01-01,anom_user_yt,"Una generación atea y en consecuencia sin esperanza, entregada a las ideologías perniciosas, la autoeliminación y el hedonismo más vacío. Recuperen a Dios y quizá les vaya mejor.

Pdt: soy ateo pero eso no me impide saber que Dios es necesario.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgyDU57GS2hGm9s1bIx4AaABAg,2024-01-01,anom_user_yt,"Por qué siempre que hacen estos vídeos me suena a un comercial de ayuda psicológica. CONTRATEN MIS SERVICIOS O MORIRÁN XD

No es nuestra culpa que estudiaras eso bro.",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugzo9-jWsORhRWduqW54AaABAg,2024-01-01,anom_user_yt,Te gusta defender lo indefendible para quedar bien😂😂😂😂,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwLNNZGi1JPc7qNr1d4AaABAg,2024-01-01,anom_user_yt,"antes ni siquiera sabian leer y consiguieron varios terrenos, 3 casas y una familia de 8 hijos, ahora necesitamos estudios universitarios para solo llegar al mcdonald's, jamás conseguiremos casa propia a menos que seamos de familias ricas para conseguir una casa pequeña y a lo máximo tendremos 1 perro y 2 gatos, ni siquiera se si después de 10 años la economía se podrá ir al carajo y ni siquiera podre rentar.

quien querría vivír una vida de mierda cuando antes todo era mejor y siempre vamos a peor?? 

la opción mas sensata es estafar a varios bancos y vivir mis últimos años tranquilo, con un crédito hipotecario que jamas se pagara y sin trabajar hasta que salte de un puente a los 25.",Opinión Pública / Testimonio,real,2,0
yt_comm_UgxUsX9OrCRPK-B5tsZ4AaABAg,2024-01-01,anom_user_yt,"Robots de compañía y realidad virtual seran la solución. Hágase, cúmplase, roboticese, automaticese",Opinión Pública / Testimonio,real,1,0
yt_comm_UgwTdxXHjJfTn9ccOpd4AaABAg,2024-01-01,anom_user_yt,SON MILENIALS gente conectada a la internet y creyendo que es real todo lo que sale en ella.,Opinión Pública / Testimonio,real,1,0
yt_comm_Ugxnyha88optv6QQXi94AaABAg,2024-01-01,anom_user_yt,"Ayer tuve a mi cargo a una chica que nació en el año 2005, y se estaba quejando del horario, de los procedimientos de la compañía y muchas cosas más, la chavala se veía visiblemente quemada y eso que lleva 4 meses en la compañía... El sector en el que trabajamos es el de la aviación, en el cual la disponibilidad geografía y flexibilidad horaria se da en su máxima expresión! Yo no sé de dónde sacaron a esta peña  la verdad

Me da la sensación o está generación no se han educado para gestionar la frustración?",Opinión Pública / Testimonio,real,1,0
yt_comm_UgzvOMC0UbU-Pxe8Z614AaABAg,2024-01-01,anom_user_yt,No creo que este contenido sea de calidad para nadie. No explica el problema a profundidad no ofrece recursos utiles. Tuviste la oportunidad de educar realmente en temas de salud mental para la población joven que entraba a ver este vídeo y para los adultos que no comprenden el panorama GZ. De hecho creo que solo fomentas el mismo discurso generacional de siempre.,Opinión Pública / Testimonio,real,2,0
yt_comm_UgxSuvBpdazYRD-bsNN4AaABAg,2024-01-01,anom_user_yt,"Creo realmente que la gente necesita a dios en sus vidas, y no hablo de las diferentes religiones, hablo de todo lo escrito en la biblia en MATEO",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwDEEv6-VCEWgRAYOt4AaABAg,2024-01-01,anom_user_yt,"Una pequeña discrepancia: esa definición de la gen z al principio está desfasada ya que es el concepto que se tenía pre 2020. 

Los zoomers básicamente viven para llevar la contra a los millennials en muchos aspectos: usar ropa el triple de su talla, sentir nostalgia por épocas que apenas recuerdan o de plano no vivieron (los 90/00), están cada vez más acercados al conservadurismo e ideas de derecha que si bien no todos son así es un porcentaje considerable quienes siguen esas ideas (solo vean lo popularizado que está lo “trad”) cada vez más están dejando de lado la universidad para dedicarse a oficios, los destinos “top” pasaron de ser barrios gentrificados de Nueva York, Seattle u Oregon a sitios más rurales como Texas y se han vuelto más indolentes con temas sociales, solo hay que ver el “let them eat cake” que hasta parece un chiste de mal gusto.

Ojo, no digo que todos sean así pero es obvio que son bastante diferentes a cómo éramos los millennials hace una década.",Opinión Pública / Testimonio,real,3,0
yt_comm_UgxMKw2HMUFaq3CzXYJ4AaABAg,2024-01-01,anom_user_yt,"Empáticos discriminando lo tradicional, empáticos imponiendo sus ideologías.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwptcvNTmyOrVHtSe54AaABAg,2024-01-01,anom_user_yt,La teoria de las generaciones es demasiado norteamericana y basada en sus propios acontecimientos historicos y culturales. Muy poco tienen que ver con la realidad hispana,Opinión Pública / Testimonio,real,2,0
yt_comm_UgzFEOGqtJaI0aNCvGR4AaABAg,2024-01-01,anom_user_yt,Dies from cringe,Opinión Pública / Testimonio,real,0,0
yt_comm_UgzpHCOnrYyVWp9IlL14AaABAg,2024-01-01,anom_user_yt,"Generalización y colectivizacion.
Lo único cierto es que no hay futuro, y de haberlo es horroroso.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgzyKfJEl3DkRtZ0toZ4AaABAg,2024-01-01,anom_user_yt,"Y después estamos los zilenialls (90-2000) no somos ni chicha ni limona, entre nativos digitales pero toleramos el bullying y hacemos humor negro jajajaja",Opinión Pública / Testimonio,real,2,0
yt_comm_UgwKYTfkohdvqTSly8t4AaABAg,2024-01-01,anom_user_yt,La generación que destruira el mundo y el planeta 😮,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwpFiXGA8ndCahvHpJ4AaABAg.AA-Dujf8PIgAFmjDg2U-PU,2024-01-01,anom_user_yt,¿Desde cuando creer en Cristo ayuda a la autopercepción y el enfoque?,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwpFiXGA8ndCahvHpJ4AaABAg.AA-Dujf8PIgAA1WuYp_rNr,2024-01-01,anom_user_yt,"bebé, eres venezolano y sigues teniendo fé en cristo? admiro tu ""resiliencia""",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwA3GL-dWlpR3FO52B4AaABAg.A9cOVw5GJB-A9im0Tiw8Q4,2024-01-01,anom_user_yt,No todos los casos.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwA3GL-dWlpR3FO52B4AaABAg.A9cOVw5GJB-A9cnoASO2Sm,2024-01-01,anom_user_yt,"En realidad, los hijos de los milenials aún son niños. La gen z ya es adulta joven 😅",Opinión Pública / Testimonio,real,0,0
yt_comm_UgzXg_vDbURxp-IxHJd4AaABAg.A9YJ0-R9B3xA9YxQ-mPWre,2024-01-01,anom_user_yt,"Tengo que estoy desacuerdo contigo. Me parece que generalizan bastante a mi generación. Yo puedo más o menos tenerlas porque tengo cosas negativas de esa generación por sobreprotección y mi condición. Pero no creo como hacen aquí que dicen que los hombres de mi generación son débiles cuando toda mi vida veo hombres de mi generación que se meten mano y triunfan y otros más jóvenes que yo. Yo soy una parte pero no la mayoría de mi país que es en el caribe que es bastante distinta en su parte política, nacional, sexual y con servicios médicos y psicológicos cada vez más ausente. Las mujeres como hombres no están bien en mi país y no viven tranquilo y se van por mucho a USA.",Opinión Pública / Testimonio,real,3,0
yt_comm_UgzXg_vDbURxp-IxHJd4AaABAg.A9YJ0-R9B3xA9_IdMCrUXI,2024-01-01,anom_user_yt,Creo que es pq influye demasiado en contexto sociocultural de cada pais pq en chile es relativamente parecido pero en menor medida,Opinión Pública / Testimonio,real,1,0
yt_comm_Ugy9kJt7mbTnLdZX0lh4AaABAg.A9n1_gDx5viAA1XJRIPQRx,2024-01-01,anom_user_yt,"ateo con moral aleluya, quien se lo hubiera imaginado",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugy9kJt7mbTnLdZX0lh4AaABAg.A9n1_gDx5viAFmjbt2B5Vq,2024-01-01,anom_user_yt,"¿Desde cuando creer en Dios (que no se como vas a creer en ese personaje de un libro romano siendo ateo) te da esperanza, te salva de ideologías perniciosas (sepa la madre que quieres decir con eso), el suicidio, y el hedonismo?",Opinión Pública / Testimonio,real,0,0
yt_comm_UgyDU57GS2hGm9s1bIx4AaABAg.A9hXlcXRGYsA9kT9qfIrnF,2024-01-01,anom_user_yt,"El canal se llama PSICO VLOG......
Además tmb mete filosofía realmente no has entendido nada.. y dima q otra forma además de la psicología y filosofía se puede entender a la sociedad? Con matemáticas? Es claro q es su rama",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugzo9-jWsORhRWduqW54AaABAg.A9uKnr0zJsEAFmjGq5wr9O,2024-01-01,anom_user_yt,Buscando el chiste en su comentario.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgxUsX9OrCRPK-B5tsZ4AaABAg.A9_3-7U_deoA9mF2fvD6Pt,2024-01-01,anom_user_yt,NO! PORQUE SOLAMENTE CONTRIBUYE A A EMPEORAR EL ASUNTO!,Opinión Pública / Testimonio,real,0,0
yt_comm_Ugxnyha88optv6QQXi94AaABAg.A9alCC6YBg7A9imcflUr5r,2024-01-01,anom_user_yt,El problema es que hay muchos trabajos que son altamente tóxicos en su ambiente laboral por 2 cosas falta de organización y personal capacitado.,Opinión Pública / Testimonio,real,0,0
yt_comm_Ugxnyha88optv6QQXi94AaABAg.A9alCC6YBg7A9jHnRoS84x,2024-01-01,anom_user_yt," @leonthegodfather6616   precisamente, en mi experiencia, los que más se quejas son los menos capacitados",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugxnyha88optv6QQXi94AaABAg.A9alCC6YBg7A9cSliC0k_T,2024-01-01,anom_user_yt,"Se ha de dormir a las 4am por andar en el chisme, come pura maruchan y nunca se prepara para el dia siguiente",Opinión Pública / Testimonio,real,0,0
yt_comm_UgzvOMC0UbU-Pxe8Z614AaABAg.A9rXlNrPGwpAACYbp0FoYD,2024-01-01,anom_user_yt,"Si, solo dar lástima en redes sociales, también insultar a las generaciones anteriores, adictos a la gratificación instantánea, no luchar los caminos largos sino querer los caminos faciles, creerse mejor preparados, un largo etc. La generación Z es el claro ejemplo de lo que no deben ser las siguientes.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwDEEv6-VCEWgRAYOt4AaABAg.A9YvBX6pOEwA9ZCs3LMIb5,2024-01-01,anom_user_yt,"debo admitirlo, los milennials somos horribles",Opinión Pública / Testimonio,real,1,0
yt_comm_UgwDEEv6-VCEWgRAYOt4AaABAg.A9YvBX6pOEwA9imIUU6sIz,2024-01-01,anom_user_yt,"El tema de oficio es sencillo por lo menos en Venezuela vives mejor siendo peluquero, mecánico o bien albañil que médico, militar, profesor o abogado ya que es una economía informal al estado y las empresas privadas les importa un pepino tu importancia, capacitación técnica y superior laboral solo que sepas hacer un oficio que ellos le genere ganancias punto.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgzyKfJEl3DkRtZ0toZ4AaABAg.A9amwK7CiFVA9bLmURB_J1,2024-01-01,anom_user_yt, @Mokarevir  Bueno yo soy la excepción pero es por sobreprotección.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgzyKfJEl3DkRtZ0toZ4AaABAg.A9amwK7CiFVA9imnGVmde4,2024-01-01,anom_user_yt,En mi caso los nacidos en el 95 por lo menos en Venezuela los considero la generación perdida.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwKYTfkohdvqTSly8t4AaABAg.A9jAahDwgbtAGQ77zoPCSd,2024-01-01,anom_user_yt,"Cómo quieras decir que yo soy culpable también de la destrucción del planeta ? 
No generalizes",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwKYTfkohdvqTSly8t4AaABAg.A9jAahDwgbtA9kom4O-1ga,2024-01-01,anom_user_yt,"ya se echaron ustedes , inflación, casas insanamente caras  , guerras , pandemias , pero  que un vato salga con otro vato es causa de todo eso según su generación. no tiene mucho sentido generalizar a todos por nacer en cierta época.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgweF83Hukw9I1Ammg14AaABAg,2024-01-01,anom_user_yt,Que pasa cuando un chico de 16 años no habla con nadie que no sea su familia. Me podrias orientar que puedo hacer ademas de llevarlo al spicologo y psiquatra y no veravance alguno.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgzPGfTElf6hWneVTSh4AaABAg,2024-01-01,anom_user_yt,Hijes en que parte del diccionario encontrastes esa palabra?,Opinión Pública / Testimonio,real,1,0
yt_comm_UgzPGfTElf6hWneVTSh4AaABAg.A2BSiSEQfIEA2FbH6OSrUO,2024-01-01,anom_user_yt, @FranJódarPsicólogo  👍,Opinión Pública / Testimonio,real,0,0
yt_comm_UgxW4ZJltvXxY8mTkLl4AaABAg,2024-01-01,anom_user_yt,"Admiro tu forma de compartir, y ser tan joven, dejando un antecedente de que los jóvenes son inteligentes y no solo viven por vivir. Felicidades!",Opinión Pública / Testimonio,real,10,0
yt_comm_UgzOaRVnKv962iRvTql4AaABAg,2024-01-01,anom_user_yt,Justo tengo una,Opinión Pública / Testimonio,real,4,0
yt_comm_UgxgdFW_AFsu-BUZ-JV4AaABAg,2024-01-01,anom_user_yt,"De que zona de méxico es ese acento??? Me encanta México, su gente, su comida, sus playas, su clima sus paisajes, todooo 😍",Opinión Pública / Testimonio,real,0,0
yt_comm_UgxHXwHMfiduFLcsXAx4AaABAg,2024-01-01,anom_user_yt,Se puede hablar con esa AI,Opinión Pública / Testimonio,real,0,0
yt_comm_UgyttMapc41BMw8JzoF4AaABAg,2024-01-01,anom_user_yt,LA SOMBRA DE CARL JUNG,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwzTaS7MGlP0xLjwZ14AaABAg,2024-01-01,anom_user_yt,"Ya estas en declive, por meter IA",Opinión Pública / Testimonio,real,0,0
yt_comm_Ugwrba_9OWqpcSoIHDN4AaABAg,2024-01-01,anom_user_yt,"$$$$$$$$$ , te tardaste , pero caíste.  EL DINERO Y EL PODER ENTORPECEN AL SENSATO Y ENSOBERBECEN A LOS PENDEOS . tarde o temprano cae y tu no fuiste la excepción",Opinión Pública / Testimonio,real,1,0
yt_comm_UgzOaRVnKv962iRvTql4AaABAg.AEYrWR-w3nZAEZHDLwxj1_,2024-01-01,anom_user_yt,Cuenta y te desahogas,Opinión Pública / Testimonio,real,1,0
yt_comm_UgxLIXfPDJqphQ98IsR4AaABAg,2024-01-01,anom_user_yt,"► La Generación Z está teniendo problemas serios de salud mental. El MEME DEL DOOMER es una reflejo de las visiones de muchos jóvenes ante un futuro sin esperanza. En este vídeo repaso esto a mayor profundidad, y con todas las ganas de ayudar, intentaré dar un poco de esperanza a quienes la perdieron :)

➤DISCORD de la COMUNIDAD (para pedir ayuda, discutir, aprender, etc): https://discord.gg/CNWYdswBP2

➤ ¿Quieres contribuir al canal? Puedes hacer aquí: https://www.buymeacoffee.com/profejeremyx
➤ Recuerda que puedas HACERTE MIEMBRO y APOYAR ENORMEMENTE EL CANAL :D
➤ PATREON: https://www.patreon.com/JeremyX_
➤Donaciones Paypal: paypal.me/jeremyxdonaciones

➤IG Personal (el que más ocupo): https://www.instagram.com/jeremyx___/
➤IG Profe JeremyX: https://www.instagram.com/profejeremyx/


► Fuentes:
-Vïdeo de inspiración:
  -El mejor, el de Fads, el más cercano a la ciencia: https://www.youtube.com/watch?v=Qw8qbErdpPU
  -Las entrevistas del Dr K: Doomers in a Boomer World: Advice for a Disillusioned Generation: https://www.youtube.com/watch?v=WxztYqyjTn8
  -Una explicación profunda del Doomer: Who Is The Doomer? - Dealing With An Age Of Hopelessness: https://www.youtube.com/watch?v=Aaz4jdlqhSk
  .El video de Cole: Gen Z: The First Generation With No Purpose https://www.youtube.com/watch?v=0OmQte6_s3A


-Young people’s voices on climate anxiety, government betrayal and moral injury: a global phenomenon
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3918955

Generation Z and Mental Health
https://www.aecf.org/blog/generation-z-and-mental-health

Gen Z more likely to report mental health concerns:
https://www.apa.org/monitor/2019/01/gen-z",Opinión Pública / Testimonio,real,225,0
yt_comm_UgyCC8QJMkOHV4o4Zwx4AaABAg,2024-01-01,anom_user_yt,"Dios, primera vez que alguien se refiere a la ""generación z"" de manera respetuosa y comprensiva en ves de aplicar la misma de ""son llorones, inútiles o en mis tiempos era mas difícil pero le echamos ganas""",Opinión Pública / Testimonio,real,655,0
yt_comm_Ugxj63r5YKgopBgWtPl4AaABAg,2024-01-01,anom_user_yt,"“Existe al menos un rincón del universo que con toda seguridad puedes mejorar, y eres tú mismo”, Aldous Huxley",Opinión Pública / Testimonio,real,569,0
